row_idx,col_idx,log2ratio
1,1,-0.0465166041018
1,2,nan
1,3,-1.39715943034
1,4,-0.578134936694
1,5,-0.0240889556956
2,1,-0.279099624611
2,2,nan
2,3,-0.835083797447
2,4,-0.738727974665
2,5,-0.794935537955
3,1,-0.395391134866
3,2,nan
3,3,-0.321186075941
3,4,-0.353304683535
3,5,0.0
4,1,-0.837298873833
4,2,nan
4,3,-0.337245379738
4,4,-1.31686291136
4,5,-0.722668670868
5,1,0.299773670878
5,2,-0.38123390753
5,3,-1.14288712022
5,4,0.0421556724673
5,5,-1.01173613921
6,1,0.324754810118
6,2,-0.38123390753
6,3,0.0749434177196
6,4,-0.843113449346
6,5,-0.337245379738
7,1,0.0
7,2,1.43695857454
7,3,0.0936792721495
7,4,1.22251450155
7,5,0.192711645565
8,1,0.199849113919
8,2,nan
8,3,0.655754905047
8,4,1.39113719142
8,5,-0.240889556956
9,1,-0.174867974679
9,2,-0.615839389087
9,3,-0.786905886056
9,4,-0.421556724673
9,5,-1.97529436704
10,1,0.474641645558
10,2,-0.0879770555839
10,3,0.824377594916
10,4,0.674490759477
10,5,0.674490759477
11,1,1.58905450114
11,2,0.340951372922
11,3,0.305126772144
11,4,-0.436435197308
11,5,1.39833450135
12,1,-0.422985730519
12,2,-0.266831509243
12,3,-0.722668670868
12,4,-0.158703708112
12,5,0.0493529824007
13,1,0.0571602338539
13,2,0.80049452773
13,3,0.867202405041
13,4,-0.238055562168
13,5,0.542882806408
14,1,-1.88628771718
14,2,nan
14,3,-0.0963558227824
14,4,0.476111124336
14,5,-2.18798221977
15,1,-1.06318034968
15,2,-0.548486991223
15,3,-0.851143101244
15,4,-0.357083343252
15,5,-1.33253052482
16,1,-1.24609309802
16,2,-0.770846582259
16,3,0.305126772144
16,4,-0.238055562168
16,5,-1.92476631363
17,1,-1.22322900447
17,2,-0.652254800373
17,3,-0.0321186075941
17,4,-1.30930559193
17,5,-0.0164509941336
18,1,-1.2918212851
18,2,-0.311303427451
18,3,0.529957025303
18,4,-0.753842613533
18,5,-1.89186432536
19,1,-2.2292491203
19,2,-0.726374664052
19,3,-0.562075632897
19,4,-3.68986121361
19,5,-0.806098712545
20,1,0.0114320467708
20,2,-1.15626987339
20,3,-0.754787278462
20,4,-1.11092595678
20,5,-1.29962853655
21,1,0.0114320467708
21,2,-1.8678205647
21,3,-0.433601202521
21,4,-0.595138905421
21,5,-1.06931461868
22,1,-0.217208888645
22,2,-1.15626987339
22,3,-0.754787278462
22,4,-1.03157410273
22,5,-2.4511981259
23,1,0.880267601351
23,2,-0.163063700093
23,3,0.947498924027
23,4,-0.39675927028
23,5,1.16802058348
24,1,1.20036491093
24,2,0.830142473202
24,3,0.0160593037971
24,4,0.158703708112
24,5,0.773196724278
25,1,0.494084797303
25,2,nan
25,3,nan
25,4,nan
25,5,nan
26,1,-0.988169594607
26,2,-0.996747455671
26,3,-0.83391584808
26,4,nan
26,5,nan
27,1,nan
27,2,nan
27,3,0.906346958047
27,4,nan
27,5,1.01173613921
28,1,nan
28,2,nan
28,3,0.948502630514
28,4,nan
28,5,nan
29,1,nan
29,2,nan
29,3,-2.17101713207
29,4,nan
29,5,nan
30,1,nan
30,2,nan
30,3,-0.906346958047
30,4,nan
30,5,-1.01173613921
31,1,nan
31,2,nan
31,3,-0.948502630514
31,4,nan
31,5,nan
32,1,nan
32,2,nan
32,3,2.17101713207
32,4,nan
32,5,nan
33,1,-0.827784113903
33,2,-0.98107746833
33,3,0.168622689869
33,4,-0.2
33,5,-1.02137172149
34,1,-0.76752396768
34,2,-0.0586513703893
34,3,-0.714166686505
34,4,-1.07918521516
34,5,-1.73440481008
35,1,0.0465166041018
35,2,-1.58358700051
35,3,-1.86476857032
35,4,-1.5513287468
35,5,-0.385423291129
36,1,-0.814040571782
36,2,-1.0850503522
36,3,-2.14250005951
36,4,-1.4164305949
36,5,0.616677265807
37,1,-1.06988189434
37,2,-1.40763288934
37,3,-2.02347227843
37,4,-3.84459732902
37,5,-1.5031508354
38,1,0.348874530764
38,2,0.263931166752
38,3,0.634814832449
38,4,nan
38,5,0.539592607581
39,1,0.302357926662
39,2,1.05572466701
39,3,0.19837963514
39,4,-0.269796303791
39,5,0.501050278468
40,1,0.883815477935
40,2,0.43988527792
40,3,0.595138905421
40,4,1.07918521516
40,5,0.269796303791
41,1,-0.697749061528
41,2,-3.22582537141
41,3,-1.78541671626
41,4,-1.78740051261
41,5,-4.27819853154
42,1,-0.76752396768
42,2,-0.0586513703893
42,3,-0.872870394617
42,4,0.202347227843
42,5,-1.07918521516
43,1,-0.465166041018
43,2,0.117302740779
43,3,-0.238055562168
43,4,-0.505868069607
43,5,-0.462507949355
44,1,-0.697749061528
44,2,-3.22582537141
44,3,-1.74574078923
44,4,-1.68622689869
44,5,-4.27819853154
45,1,-0.395391134866
45,2,-0.557188018698
45,3,0.039675927028
45,4,-0.269796303791
45,5,-0.154169316452
46,1,0.025
46,2,-0.112415126579
46,3,-0.0535310126569
46,4,nan
46,5,-0.492897093464
47,1,-0.325
47,2,-0.587056772137
47,3,-0.182005443033
47,4,nan
47,5,-0.674490759477
48,1,0.225
48,2,0.312264240498
48,3,0.952852025292
48,4,nan
48,5,0.0
49,1,-0.441907738967
49,2,0.475
49,3,-0.35
49,4,nan
49,5,-0.625
50,1,-0.375
50,2,nan
50,3,-0.0281037816449
50,4,nan
50,5,-0.101173613921
51,1,-0.475
51,2,nan
51,3,-1.03983992086
51,4,-1.5
51,5,-0.586806960745
52,1,-0.025
52,2,nan
52,3,-0.477764287963
52,4,nan
52,5,-0.222581950627
53,1,nan
53,2,nan
53,3,2.47313278475
53,4,nan
53,5,nan
54,1,2.225
54,2,nan
54,3,2.24830253159
54,4,nan
54,5,nan
55,1,nan
55,2,nan
55,3,0.449660506318
55,4,nan
55,5,nan
56,1,0.025
56,2,nan
56,3,0.140518908224
56,4,nan
56,5,nan
57,1,-0.225
57,2,nan
57,3,0.505868069607
57,4,0.4
57,5,0.897072710104
58,1,nan
58,2,nan
58,3,-1.68622689869
58,4,nan
58,5,nan
59,1,-0.949986985178
59,2,0.38221143037
59,3,-0.134898151895
59,4,nan
59,5,-1.04546067719
60,1,0.0379994794071
60,2,0.0224830253159
60,3,-0.314762354422
60,4,-0.627158074601
60,5,nan
61,1,-1.10198490281
61,2,-0.112415126579
61,3,-0.157381177211
61,4,nan
61,5,-0.607041683529
62,1,-2.6599635585
62,2,-2.2707855569
62,3,-2.74292908854
62,4,-2.23646936037
62,5,-0.404694455686
63,1,nan
63,2,-1.75367597464
63,3,nan
63,4,-1.64481079943
63,5,nan
64,1,5.20592867878
64,2,nan
64,3,3.46238589865
64,4,nan
64,5,nan
65,1,0.303995835257
65,2,1.03421916453
65,3,0.0224830253159
65,4,0.31949562291
65,5,0.944287063267
66,1,-0.949986985178
66,2,-0.49462655695
66,3,-0.517109582265
66,4,-0.650824417039
66,5,0.303520841764
67,1,-0.436994013182
67,2,-0.337245379738
67,3,nan
67,4,nan
67,5,-0.0674490759477
68,1,3.60995054368
68,2,nan
68,3,nan
68,4,nan
68,5,2.12464589235
69,1,nan
69,2,0.134898151895
69,3,nan
69,4,nan
69,5,0.0337245379738
70,1,-0.284996095553
70,2,-0.337245379738
70,3,-0.292279329107
70,4,0.248496595597
70,5,-0.202347227843
71,1,0.607991670514
71,2,0.449660506318
71,3,0.179864202527
71,4,0.248496595597
71,5,0.505868069607
72,1,-1.76697579243
72,2,-0.337245379738
72,3,-1.95602320248
72,4,-0.769156129228
72,5,0.505868069607
73,1,0.550992451403
73,2,0.314762354422
73,3,0.0674490759477
73,4,0.911154183854
73,5,0.404694455686
74,1,-0.645991149921
74,2,-0.427177481002
74,3,-0.966770088583
74,4,0.201163910721
74,5,-0.674490759477
75,1,-0.417994273478
75,2,0.134898151895
75,3,-0.584558658213
75,4,-0.721823444352
75,5,-0.741939835424
76,1,-0.79798906755
76,2,-2.02347227843
76,3,-0.607041683529
76,4,-1.52647908724
76,5,nan
77,1,-1.25398282044
77,2,-0.134898151895
77,3,-1.37146454427
77,4,-0.792822471665
77,5,-0.674490759477
78,1,nan
78,2,-0.668302770858
78,3,-0.611844558906
78,4,-0.674490759477
78,5,-0.0168622689869
79,1,0.289967990055
79,2,0.0632335087009
79,3,0.0609709161109
79,4,-0.825496153389
79,5,-0.592734303782
80,1,-1.24812308763
80,2,-0.590179414542
80,3,-0.377257543436
80,4,0.372479971651
80,5,-0.613173417706
81,1,nan
81,2,0.674490759477
81,3,0.0
81,4,0.161072420174
81,5,0.224830253159
82,1,-0.337245379738
82,2,-0.019837963514
82,3,1.1544168768
82,4,0.674490759477
82,5,0.548023742075
83,1,nan
83,2,nan
83,3,1.47161620249
83,4,nan
83,5,0.85
84,1,nan
84,2,nan
84,3,0.204391139235
84,4,nan
84,5,0.05
85,1,nan
85,2,nan
85,3,0.878881898712
85,4,nan
85,5,0.5
86,1,nan
86,2,nan
86,3,-0.0408782278471
86,4,nan
86,5,0.0
87,1,nan
87,2,nan
87,3,-0.531416962012
87,4,nan
87,5,-1.55
88,1,nan
88,2,nan
88,3,nan
88,4,1.275
88,5,nan
89,1,nan
89,2,nan
89,3,nan
89,4,1.525
89,5,0.793518540561
90,1,nan
90,2,nan
90,3,nan
90,4,-0.725
90,5,-0.991898175701
91,1,nan
91,2,nan
91,3,nan
91,4,nan
91,5,-0.476111124336
92,1,nan
92,2,nan
92,3,nan
92,4,nan
92,5,0.317407416224
93,1,nan
93,2,nan
93,3,nan
93,4,-0.375
93,5,0.0
94,1,nan
94,2,nan
94,3,nan
94,4,nan
94,5,-0.555462978392
95,1,nan
95,2,nan
95,3,nan
95,4,-0.925
95,5,-0.912546321645
96,1,nan
96,2,nan
96,3,nan
96,4,0.025
96,5,-0.674490759477
97,1,nan
97,2,nan
97,3,nan
97,4,-0.825
97,5,-1.11092595678
98,1,nan
98,2,nan
98,3,nan
98,4,nan
98,5,0.555462978392
99,1,nan
99,2,nan
99,3,nan
99,4,0.175
99,5,0.793518540561
100,1,-0.674490759477
100,2,-0.44767085806
100,3,0.0857403507809
100,4,-0.674490759477
100,5,-0.978011601241
101,1,-0.858442784788
101,2,-0.435732968511
101,3,-0.863119531195
101,4,0.578134936694
101,5,-0.944287063267
102,1,-0.177497568283
102,2,-0.43750751966
102,3,nan
102,4,nan
102,5,nan
103,1,1.17148395067
103,2,0.911473999293
103,3,nan
103,4,nan
103,5,nan
104,1,-1.40814737505
104,2,-0.714166686505
104,3,-0.407831622009
104,4,-0.867202405041
104,5,-0.0153293354426
105,1,0.556159047288
105,2,0.634814832449
105,3,0.878406570481
105,4,0.396129493661
105,5,0.22994003164
106,1,-1.10253297222
106,2,-0.25
106,3,0.408494403627
106,4,-0.905480745599
106,5,-0.175
107,1,-0.441630854419
107,2,0.0624528480997
107,3,0.539592607581
107,4,0.955528575925
107,5,0.578134936694
108,1,-0.746757626563
108,2,-0.612037911377
108,3,-0.76442286074
108,4,0.0
108,5,-0.501050278468
109,1,-0.682520411375
109,2,0.0624528480997
109,3,-0.87683798732
109,4,nan
109,5,-1.65732015186
110,1,0.389705772142
110,2,0.726374664052
110,3,nan
110,4,0.15
110,5,nan
111,1,nan
111,2,nan
111,3,nan
111,4,2.45
111,5,nan
112,1,-1.75367597464
112,2,-0.830142473202
112,3,nan
112,4,-0.6
112,5,nan
113,1,0.374717088598
113,2,0.0230595131445
113,3,nan
113,4,nan
113,5,nan
114,1,-0.0449660506318
114,2,-0.230595131445
114,3,nan
114,4,nan
114,5,nan
115,1,0.554581291125
115,2,1.3720410321
115,3,nan
115,4,nan
115,5,nan
116,1,-0.314762354422
116,2,-0.0345892697167
116,3,nan
116,4,nan
116,5,nan
117,1,-0.474641645558
117,2,nan
117,3,-1.29864638765
117,4,nan
117,5,-0.533971851252
118,1,-0.199849113919
118,2,nan
118,3,0.432882129216
118,4,nan
118,5,0.252934034804
119,1,0.324754810118
119,2,0.609217460172
119,3,0.151005393913
119,4,nan
119,5,-0.0562075632897
120,1,0.849358734156
120,2,nan
120,3,nan
120,4,nan
120,5,1.40518908224
121,1,2.99773670878
121,2,0.565701927303
121,3,0.996635599824
121,4,1.84941014695
121,5,0.98363235757
122,1,-0.924302151875
122,2,-0.152304365043
122,3,-0.59395454939
122,4,-1.32722375252
122,5,-0.590179414542
123,1,1.67373632907
123,2,nan
123,3,nan
123,4,nan
123,5,1.12415126579
124,1,3.12264240498
124,2,3.02432953443
124,3,0.875831284693
124,4,1.58831694974
124,5,2.30451009488
125,1,-0.974264430355
125,2,-1.000857256
125,3,-0.251675656521
125,4,-0.36988202939
125,5,0.168622689869
126,1,-1.49886835439
126,2,-1.02261502243
126,3,-0.130871341391
126,4,nan
126,5,nan
127,1,-0.349735949358
127,2,nan
127,3,nan
127,4,nan
127,5,-0.421556724673
128,1,-0.624528480997
128,2,nan
128,3,-0.251675656521
128,4,0.0652732993042
128,5,-0.168622689869
129,1,0.924302151875
129,2,0.848552890954
129,3,0.513418339303
129,4,1.19667715391
129,5,1.79864202527
130,1,-0.449660506318
130,2,-1.000857256
130,3,0.231541603999
130,4,nan
130,5,-1.18035882908
131,1,0.549585063277
131,2,nan
131,3,nan
131,4,nan
131,5,1.09604748415
132,1,-0.224830253159
132,2,nan
132,3,-0.453016181738
132,4,nan
132,5,-0.477764287963
133,1,0.949283291115
133,2,nan
133,3,1.37918259774
133,4,nan
133,5,1.54570799047
134,1,-0.574566202517
134,2,-1.19667715391
134,3,-0.734892917042
134,4,-0.0652732993042
134,5,-0.168622689869
135,1,-0.899321012635
135,2,-0.478670861564
135,3,-1.56038907043
135,4,-1.39249705182
135,5,0.449660506318
136,1,-1.27403810123
136,2,-0.478670861564
136,3,0.0302010787825
136,4,-1.04437278887
136,5,-0.477764287963
137,1,-5.09615240493
137,2,0.435155328695
137,3,-2.68789601165
137,4,-4.35155328695
137,5,-2.58554791133
138,1,-0.699471898716
138,2,-0.674490759477
138,3,0.312077814086
138,4,-0.217577664347
138,5,-0.393452943028
139,1,-0.0749434177196
139,2,-0.41339756226
139,3,0.0503351313042
139,4,-0.652732993042
139,5,-0.618283196187
140,1,-2.89781215183
140,2,nan
140,3,-1.94293606834
140,4,-4.91725521425
140,5,nan
141,1,0.0749434177196
141,2,0.326366496521
141,3,nan
141,4,nan
141,5,0.449660506318
142,1,-0.949283291115
142,2,nan
142,3,nan
142,4,nan
142,5,nan
143,1,0.524603924037
143,2,1.65359024904
143,3,nan
143,4,nan
143,5,0.196726471514
144,1,3.02271784802
144,2,nan
144,3,3.2919175873
144,4,3.08960283373
144,5,1.91105715185
145,1,1.94852886071
145,2,nan
145,3,1.35904854521
145,4,0.805037358085
145,5,nan
146,1,-1.14913240503
146,2,nan
146,3,-1.07717180991
146,4,nan
146,5,-1.09604748415
147,1,4.1968313923
147,2,3.98167125756
147,3,nan
147,4,nan
147,5,nan
148,1,nan
148,2,0.0435155328695
148,3,0.895965337215
148,4,1.58831694974
148,5,1.57381177211
149,1,-0.0499622784797
149,2,-0.108788832174
149,3,nan
149,4,nan
149,5,nan
150,1,-0.674490759477
150,2,-0.630975226607
150,3,-0.755026969563
150,4,-1.17491938748
150,5,-0.871217230991
151,1,-0.0749434177196
151,2,1.32722375252
151,3,1.11743991495
151,4,1.84941014695
151,5,0.309141598093
152,1,-1.02422670883
152,2,nan
152,3,nan
152,4,nan
152,5,-0.562075632897
153,1,2.39818936703
153,2,1.26195045321
153,3,1.47985286034
153,4,1.65359024904
153,5,0.815009667701
154,1,1.92354772147
154,2,1.15316162104
154,3,0.95636749478
154,4,0.543944160868
154,5,0.421556724673
155,1,nan
155,2,-0.0435155328695
155,3,0.895965337215
155,4,1.13140385461
155,5,1.26467017402
156,1,nan
156,2,nan
156,3,-0.493284286781
156,4,nan
156,5,-0.309141598093
157,1,0.249811392399
157,2,0.565701927303
157,3,1.7214614906
157,4,1.19667715391
157,5,0.815009667701
158,1,0.699471898716
158,2,0.108788832174
158,3,0.251675656521
158,4,nan
158,5,0.0843113449346
159,1,-0.374717088598
159,2,-0.587459693738
159,3,-0.332211866608
159,4,0.0870310657389
159,5,-0.0281037816449
160,1,0.899321012635
160,2,0.522186394433
160,3,0.291943761564
160,4,-0.195819897913
160,5,0.281037816449
161,1,-0.574566202517
161,2,nan
161,3,-1.58052312295
161,4,-0.565701927303
161,5,-1.54570799047
162,1,-0.449660506318
162,2,-2.19753440991
162,3,-2.58722574904
162,4,-1.28370821965
162,5,-0.871217230991
163,1,-0.199849113919
163,2,-0.500428627999
163,3,-1.23824423008
163,4,-0.282850963651
163,5,-0.815009667701
164,1,-3.49735949358
164,2,-2.58917420573
164,3,-3.27178353477
164,4,-1.45777035113
164,5,nan
165,1,-3.24754810118
165,2,-2.11050334417
165,3,-2.76843222173
165,4,-1.34898151895
165,5,-1.88295337021
166,1,-1.49886835439
166,2,nan
166,3,-2.04360633095
166,4,-0.609217460172
166,5,-1.46139664553
167,1,-3.4473972151
167,2,-1.02261502243
167,3,-2.72816411669
167,4,-0.718006292346
167,5,-2.52934034804
168,1,-2.19834025311
168,2,-1.02261502243
168,3,-0.815429127128
168,4,-0.239335430782
168,5,-0.899321012635
169,1,-1.64875518983
169,2,-0.565701927303
169,3,-1.15770802
169,4,-0.674490759477
169,5,-0.421556724673
170,1,-2.32324594931
170,2,-1.21843492034
170,3,-2.48655548643
170,4,-1.0661305553
170,5,-3.28814245245
171,1,-3.47237835434
171,2,-1.6318324826
171,3,-2.94963869443
171,4,-1.91468344626
171,5,-1.12415126579
172,1,-2.19834025311
172,2,-0.957341723128
172,3,-2.00333822591
172,4,-0.609217460172
172,5,0.168622689869
173,1,-0.574566202517
173,2,nan
173,3,-1.17784207252
173,4,nan
173,5,-0.309141598093
174,1,0.224830253159
174,2,nan
174,3,0.533552391825
174,4,nan
174,5,0.533971851252
175,1,-0.211982810121
175,2,-0.440064093073
175,3,-0.252082405057
175,4,-0.248496595597
175,5,nan
176,1,0.731650993331
176,2,1.00435120389
176,3,0.660725641936
176,4,0.234120759488
176,5,nan
177,1,-0.445849824061
177,2,nan
177,3,-1.07367916815
177,4,-0.891888607572
177,5,0.0684265987875
178,1,0.0
178,2,-0.674490759477
178,3,-0.564369819154
178,4,-0.746956708842
178,5,nan
179,1,-1.02888420937
179,2,-0.359400185707
179,3,-0.82590705242
179,4,-0.367904050624
179,5,nan
180,1,-0.331529356353
180,2,-0.108312384733
180,3,-0.041295352621
180,4,-0.0780402531626
180,5,-0.136853197575
181,1,-0.041295352621
181,2,-0.648877186332
181,3,-1.57073190563
181,4,-0.5460163291
181,5,-0.937963712397
182,1,-0.261537233266
182,2,0.990391494928
182,3,-0.0739167955591
182,4,0.0642372151882
182,5,0.43209564279
183,1,0.242816673412
183,2,0.189700526103
183,3,1.00670262608
183,4,1.54169316452
183,5,1.26287631562
184,1,0.728450020235
184,2,0.46371239714
184,3,1.57045609669
184,4,1.05991405061
184,5,0.746245095591
185,1,-0.4
185,2,0.869738084588
185,3,nan
185,4,0.5
185,5,0.5
186,1,0.0
186,2,0.053249270485
186,3,nan
186,4,0.0
186,5,-0.6
187,1,0.777130657658
187,2,-0.0254524814897
187,3,0.0
187,4,0.95
187,5,1.70228620249
188,1,nan
188,2,nan
188,3,nan
188,4,0.605312220043
188,5,nan
189,1,-0.615839389087
189,2,-1.22713802692
189,3,-1.34898151895
189,4,-0.951204917211
189,5,nan
190,1,0.351908222336
190,2,0.496077074712
190,3,0.0
190,4,0.63990148976
190,5,nan
191,1,0.625614617486
191,2,1.27935666636
191,3,0.71303308859
191,4,0.0172946348584
191,5,nan
192,1,0.869343645548
192,2,nan
192,3,3.18638738098
192,4,0.0321186075941
192,5,1.92166235247
193,1,0.0
193,2,nan
193,3,-1.86066416407
193,4,-0.0321186075941
193,5,-1.03082550033
194,1,0.944287063267
194,2,nan
194,3,0.25584132256
194,4,1.22050708858
194,5,-0.0890836852139
195,1,-0.509049629794
195,2,nan
195,3,-0.529215826666
195,4,-1.57381177211
195,5,nan
196,1,0.70821529745
196,2,0.681168885808
196,3,0.999902967996
196,4,0.630502231685
196,5,0.770846582259
197,1,-1.51760420882
197,2,-0.988362697055
197,3,0.159747811455
197,4,-0.410559592725
197,5,-0.472143531634
198,1,-1.57381177211
198,2,-0.160275031955
198,3,-1.28389907725
198,4,-1.24634162077
198,5,-2.90994584803
199,1,1.19160034174
199,2,0.681168885808
199,3,1.10640150897
199,4,0.351908222336
199,5,0.838295658207
200,1,nan
200,2,0.503836470934
200,3,0.60222389239
200,4,nan
200,5,nan
201,1,0.554045980999
201,2,1.23937677054
201,3,1.15
201,4,nan
201,5,0.674490759477
202,1,0.21680060126
202,2,0.092742479428
202,3,0.35
202,4,nan
202,5,0.674490759477
203,1,0.794935537955
203,2,0.345676514232
203,3,0.4
203,4,nan
203,5,0.0172946348584
204,1,0.0
204,2,nan
204,3,0.991073415
204,4,0.366972847401
204,5,nan
205,1,nan
205,2,nan
205,3,-2.91983346
205,4,nan
205,5,nan
206,1,nan
206,2,-1.294590645
206,3,nan
206,4,nan
206,5,-0.674490759477
207,1,nan
207,2,0.598635151567
207,3,0.465038005229
207,4,nan
207,5,nan
208,1,nan
208,2,3.39504034067
208,3,2.05283003847
208,4,nan
208,5,nan